product_id,listing_price,sale_price,discount,revenue,modified_listing_price,modified_sale_price,modified_discount,modified_revenue
EE9833,60.0,36.0,0.4,4470.0,60.0,36.0,0.4,4470.0
EE9835,60.0,36.0,0.4,65.0,60.0,36.0,0.4,65.0
B96508,120.0,60.0,0.5,9934.0,120.0,60.0,0.5,9934.0
AQ1136,150.0,75.0,0.5,8774.0,150.0,75.0,0.5,8774.0
CQ2029,160.0,80.0,0.5,7631.0,160.0,80.0,0.5,7631.0
EE9862,66.0,40.0,0.4,2138.0,66.0,40.0,0.4,2138.0
EE8325,50.0,30.0,0.4,2537.0,50.0,30.0,0.4,2537.0
BY2976,110.0,44.0,0.6,2059.0,110.0,44.0,0.6,2059.0
EE9970,76.0,46.0,0.4,246.0,76.0,46.0,0.4,246.0
EE9840,56.0,34.0,0.4,1995.0,56.0,34.0,0.4,1995.0
EF0130,60.0,36.0,0.4,4146.0,60.0,36.0,0.4,4146.0
F34882,60.0,30.0,0.5,2159.0,60.0,30.0,0.5,2159.0
CQ2042,80.0,40.0,0.5,3815.0,80.0,40.0,0.5,3815.0
B37538,None,None,,None,,,,
EF0135,60.0,36.0,0.4,777.0,60.0,36.0,0.4,777.0
AQ1141,80.0,32.0,0.6,3917.0,80.0,32.0,0.6,3917.0
BD8017,140.0,70.0,0.5,252.0,140.0,70.0,0.5,252.0
EF1036,60.0,36.0,0.4,5636.0,60.0,36.0,0.4,5636.0
FV3914,90.0,90.0,0.0,13606.0,90.0,90.0,0.0,13606.0
B28041,90.0,45.0,0.5,4130.0,90.0,45.0,0.5,4130.0
B37534,100.0,50.0,0.5,7289.0,100.0,50.0,0.5,7289.0
EF1899,90.0,54.0,0.4,5248.0,90.0,54.0,0.4,5248.0
EE5615,60.0,36.0,0.4,5506.0,60.0,36.0,0.4,5506.0
CQ2034,100.0,50.0,0.5,1350.0,100.0,50.0,0.5,1350.0
EF4457,76.0,76.0,0.0,7113.0,76.0,76.0,0.0,7113.0
CQ2530,120.0,60.0,0.5,5831.0,120.0,60.0,0.5,5831.0
EE8220,46.0,28.0,0.4,2632.0,46.0,28.0,0.4,2632.0
EE5182,130.0,78.0,0.4,8002.0,130.0,78.0,0.4,8002.0
AW4212,50.0,35.0,0.3,3023.0,50.0,35.0,0.3,3023.0
CG6025,120.0,60.0,0.5,9178.0,120.0,60.0,0.5,9178.0
EE5175,130.0,78.0,0.4,9686.0,130.0,78.0,0.4,9686.0
CG6142,80.0,40.0,0.5,3239.0,80.0,40.0,0.5,3239.0
EE5917,130.0,78.0,0.4,11090.0,130.0,78.0,0.4,11090.0
EE5567,80.0,48.0,0.4,6997.0,80.0,48.0,0.4,6997.0
DA8966,100.0,50.0,0.5,1980.0,100.0,50.0,0.5,1980.0
EE4679,80.0,48.0,0.4,1468.0,80.0,48.0,0.4,1468.0
F34751,50.0,25.0,0.5,3014.0,50.0,25.0,0.5,3014.0
EE4682,80.0,48.0,0.4,7861.0,80.0,48.0,0.4,7861.0
F36389,150.0,75.0,0.5,1890.0,150.0,75.0,0.5,1890.0
CK9720,43.0,21.0,0.5,2360.0,43.0,21.0,0.5,2360.0
CG3527,120.0,60.0,0.5,2052.0,120.0,60.0,0.5,2052.0
EF3533,66.0,40.0,0.4,1639.0,66.0,40.0,0.4,1639.0
CK9728,30.0,15.0,0.5,2293.0,30.0,15.0,0.5,2293.0
BB7218,110.0,55.0,0.5,9205.0,110.0,55.0,0.5,9205.0
BB2270,120.0,48.0,0.6,6739.0,120.0,48.0,0.6,6739.0
BB7235,76.0,38.0,0.5,3487.0,76.0,38.0,0.5,3487.0
BB7231,76.0,38.0,0.5,1026.0,76.0,38.0,0.5,1026.0
BB7219,110.0,55.0,0.5,5345.0,110.0,55.0,0.5,5345.0
CL4155,27.0,19.0,0.3,340.0,27.0,19.0,0.3,340.0
EE5876,66.0,40.0,0.4,285.0,66.0,40.0,0.4,285.0
EE5303,130.0,78.0,0.4,3790.0,130.0,78.0,0.4,3790.0
EE4938,120.0,72.0,0.4,11792.0,120.0,72.0,0.4,11792.0
EE5179,130.0,78.0,0.4,11652.0,130.0,78.0,0.4,11652.0
BZ0632,170.0,68.0,0.6,9302.0,170.0,68.0,0.6,9302.0
CM4550,25.0,17.0,0.3,94.0,25.0,17.0,0.3,94.0
CL9934,30.0,18.0,0.4,1392.0,30.0,18.0,0.4,1392.0
CL7379,50.0,30.0,0.4,4534.0,50.0,30.0,0.4,4534.0
CL9919,30.0,18.0,0.4,2850.0,30.0,18.0,0.4,2850.0
G27860,130.0,65.0,0.5,11113.0,130.0,65.0,0.5,11113.0
CJ3412,46.0,23.0,0.5,414.0,46.0,23.0,0.5,414.0
CL7631,27.0,19.0,0.3,3128.0,27.0,19.0,0.3,3128.0
CL7273,50.0,30.0,0.4,162.0,50.0,30.0,0.4,162.0
CL7630,27.0,19.0,0.3,1496.0,27.0,19.0,0.3,1496.0
EE9848,70.0,42.0,0.4,756.0,70.0,42.0,0.4,756.0
CL7617,40.0,24.0,0.4,1814.0,40.0,24.0,0.4,1814.0
BB9775,40.0,24.0,0.4,43.0,40.0,24.0,0.4,43.0
CL7536,None,None,,None,,,,
B37343,180.0,90.0,0.5,8423.0,180.0,90.0,0.5,8423.0
G28225,220.0,110.0,0.5,3762.0,220.0,110.0,0.5,3762.0
DB3539,140.0,70.0,0.5,11086.0,140.0,70.0,0.5,11086.0
G26777,160.0,80.0,0.5,3744.0,160.0,80.0,0.5,3744.0
CJ0081,46.0,23.0,0.5,455.0,46.0,23.0,0.5,455.0
EE8333,70.0,42.0,0.4,4610.0,70.0,42.0,0.4,4610.0
CQ1175,76.0,38.0,0.5,2257.0,76.0,38.0,0.5,2257.0
DA9306,60.0,36.0,0.4,2721.0,60.0,36.0,0.4,2721.0
F36163,60.0,48.0,0.2,2764.0,60.0,48.0,0.2,2764.0
CL7411,46.0,23.0,0.5,2276.0,46.0,23.0,0.5,2276.0
CL7444,43.0,21.0,0.5,774.0,43.0,21.0,0.5,774.0
EE7879,66.0,40.0,0.4,1140.0,66.0,40.0,0.4,1140.0
EE9676,60.0,36.0,0.4,3563.0,60.0,36.0,0.4,3563.0
EE7600,56.0,34.0,0.4,2539.0,56.0,34.0,0.4,2539.0
EF0128,66.0,40.0,0.4,5273.0,66.0,40.0,0.4,5273.0
EG3489,70.0,56.0,0.2,4636.0,70.0,56.0,0.2,4636.0
CM4733,46.0,37.0,0.2,3775.0,46.0,37.0,0.2,3775.0
CM0025,40.0,24.0,0.4,2980.0,40.0,24.0,0.4,2980.0
CM4734,46.0,37.0,0.2,2185.0,46.0,37.0,0.2,2185.0
CM4736,46.0,37.0,0.2,2053.0,46.0,37.0,0.2,2053.0
CM4865,48.0,38.0,0.2,5390.0,48.0,38.0,0.2,5390.0
CM4909,40.0,32.0,0.2,1209.0,40.0,32.0,0.2,1209.0
CM4664,46.0,37.0,0.2,1457.0,46.0,37.0,0.2,1457.0
CM4798,40.0,32.0,0.2,5470.0,40.0,32.0,0.2,5470.0
CM4972,46.0,37.0,0.2,4106.0,46.0,37.0,0.2,4106.0
EG8063,76.0,53.0,0.3,2394.0,76.0,53.0,0.3,2394.0
CM4799,40.0,32.0,0.2,2303.0,40.0,32.0,0.2,2303.0
CM4665,46.0,37.0,0.2,331.0,46.0,37.0,0.2,331.0
CM4908,40.0,32.0,0.2,5643.0,40.0,32.0,0.2,5643.0
CM4666,46.0,37.0,0.2,331.0,46.0,37.0,0.2,331.0
CM4973,46.0,37.0,0.2,2914.0,46.0,37.0,0.2,2914.0
CM4632,56.0,45.0,0.2,3225.0,56.0,45.0,0.2,3225.0
CM4647,50.0,40.0,0.2,5183.0,50.0,40.0,0.2,5183.0
CM4868,48.0,38.0,0.2,2073.0,48.0,38.0,0.2,2073.0
CM4646,50.0,40.0,0.2,4175.0,50.0,40.0,0.2,4175.0
CM4718,53.0,42.0,0.2,6486.0,53.0,42.0,0.2,6486.0
CM4693,40.0,32.0,0.2,2303.0,40.0,32.0,0.2,2303.0
CM4904,40.0,32.0,0.2,5182.0,40.0,32.0,0.2,5182.0
CM4774,43.0,34.0,0.2,2105.0,43.0,34.0,0.2,2105.0
CM4617,56.0,45.0,0.2,4273.0,56.0,45.0,0.2,4273.0
CM4935,48.0,38.0,0.2,1451.0,48.0,38.0,0.2,1451.0
CM4755,48.0,38.0,0.2,5943.0,48.0,38.0,0.2,5943.0
EF1224,100.0,60.0,0.4,5939.0,100.0,60.0,0.4,5939.0
D96450,96.0,48.0,0.5,1814.0,96.0,48.0,0.5,1814.0
CM4618,56.0,45.0,0.2,4757.0,56.0,45.0,0.2,4757.0
AQ0886,80.0,40.0,0.5,2951.0,80.0,40.0,0.5,2951.0
B28068,70.0,35.0,0.5,3842.0,70.0,35.0,0.5,3842.0
CQ2618,70.0,35.0,0.5,2960.0,70.0,35.0,0.5,2960.0
CM4694,40.0,32.0,0.2,5125.0,40.0,32.0,0.2,5125.0
FV4049,110.0,110.0,0.0,18412.0,110.0,110.0,0.0,18412.0
G27721,80.0,40.0,0.5,4751.0,80.0,40.0,0.5,4751.0
BD7791,150.0,75.0,0.5,9179.0,150.0,75.0,0.5,9179.0
AQ1220,None,None,,None,,,,
FV4329,110.0,110.0,0.0,5741.0,110.0,110.0,0.0,5741.0
FV4057,110.0,110.0,0.0,13265.0,110.0,110.0,0.0,13265.0
FV4044,110.0,110.0,0.0,18412.0,110.0,110.0,0.0,18412.0
FV4325,110.0,110.0,0.0,13859.0,110.0,110.0,0.0,13859.0
FV4331,110.0,110.0,0.0,5346.0,110.0,110.0,0.0,5346.0
FV4359,120.0,120.0,0.0,3672.0,120.0,120.0,0.0,3672.0
FV4319,110.0,110.0,0.0,990.0,110.0,110.0,0.0,990.0
FV3700,130.0,130.0,0.0,19654.0,130.0,130.0,0.0,19654.0
FV4318,110.0,110.0,0.0,14651.0,110.0,110.0,0.0,14651.0
CG6130,80.0,40.0,0.5,72.0,80.0,40.0,0.5,72.0
CG4050,48.0,24.0,0.5,1598.0,48.0,24.0,0.5,1598.0
FV4330,110.0,110.0,0.0,1980.0,110.0,110.0,0.0,1980.0
FV4317,110.0,110.0,0.0,10295.0,110.0,110.0,0.0,10295.0
DB0444,56.0,28.0,0.5,3779.0,56.0,28.0,0.5,3779.0
F36255,70.0,35.0,0.5,4157.0,70.0,35.0,0.5,4157.0
B96474,56.0,28.0,0.5,1360.0,56.0,28.0,0.5,1360.0
B37530,100.0,50.0,0.5,8638.0,100.0,50.0,0.5,8638.0
B37528,100.0,50.0,0.5,8548.0,100.0,50.0,0.5,8548.0
FV4350,120.0,120.0,0.0,8639.0,120.0,120.0,0.0,8639.0
B44830,66.0,33.0,0.5,5166.0,66.0,33.0,0.5,5166.0
B37942,80.0,40.0,0.5,504.0,80.0,40.0,0.5,504.0
B96551,60.0,30.0,0.5,4696.0,60.0,30.0,0.5,4696.0
B43884,66.0,33.0,0.5,119.0,66.0,33.0,0.5,119.0
B75587,48.0,24.0,0.5,864.0,48.0,24.0,0.5,864.0
F36513,56.0,28.0,0.5,2771.0,56.0,28.0,0.5,2771.0
F34341,66.0,33.0,0.5,1663.0,66.0,33.0,0.5,1663.0
D96552,90.0,45.0,0.5,6317.0,90.0,45.0,0.5,6317.0
D98204,80.0,40.0,0.5,3959.0,80.0,40.0,0.5,3959.0
G26782,130.0,65.0,0.5,3509.0,130.0,65.0,0.5,3509.0
EE4950,120.0,72.0,0.4,12310.0,120.0,72.0,0.4,12310.0
EE5018,120.0,72.0,0.4,9589.0,120.0,72.0,0.4,9589.0
EE5907,130.0,78.0,0.4,8142.0,130.0,78.0,0.4,8142.0
BY9250,130.0,52.0,0.6,187.0,130.0,52.0,0.6,187.0
BB2042,90.0,36.0,0.6,4406.0,90.0,36.0,0.6,4406.0
EF0321,130.0,78.0,0.4,12775.0,130.0,78.0,0.4,12775.0
BB2278,90.0,36.0,0.6,3953.0,90.0,36.0,0.6,3953.0
EE4926,120.0,72.0,0.4,3110.0,120.0,72.0,0.4,3110.0
EE4918,120.0,72.0,0.4,9459.0,120.0,72.0,0.4,9459.0
EE4928,120.0,72.0,0.4,12699.0,120.0,72.0,0.4,12699.0
EE8218,46.0,28.0,0.4,3327.0,46.0,28.0,0.4,3327.0
EE5150,90.0,54.0,0.4,3304.0,90.0,54.0,0.4,3304.0
B22706,60.0,36.0,0.4,5247.0,60.0,36.0,0.4,5247.0
CQ2740,90.0,45.0,0.5,243.0,90.0,45.0,0.5,243.0
CQ2105,76.0,38.0,0.5,6086.0,76.0,38.0,0.5,6086.0
CQ2106,76.0,38.0,0.5,4103.0,76.0,38.0,0.5,4103.0
EF3534,76.0,46.0,0.4,6401.0,76.0,46.0,0.4,6401.0
CQ3012,80.0,40.0,0.5,6622.0,80.0,40.0,0.5,6622.0
DB3277,80.0,40.0,0.5,5615.0,80.0,40.0,0.5,5615.0
CQ2032,170.0,85.0,0.5,11168.0,170.0,85.0,0.5,11168.0
BB6708,90.0,45.0,0.5,729.0,90.0,45.0,0.5,729.0
CM4937,48.0,38.0,0.2,4699.0,48.0,38.0,0.2,4699.0
CM4756,48.0,38.0,0.2,4284.0,48.0,38.0,0.2,4284.0
CM4619,None,None,,None,,,,
CG6048,80.0,40.0,0.5,3815.0,80.0,40.0,0.5,3815.0
CG5673,70.0,35.0,0.5,819.0,70.0,35.0,0.5,819.0
EE9726,50.0,25.0,0.5,270.0,50.0,25.0,0.5,270.0
EF1421,100.0,60.0,0.4,1404.0,100.0,60.0,0.4,1404.0
EF0786,120.0,72.0,0.4,10107.0,120.0,72.0,0.4,10107.0
EE9722,50.0,25.0,0.5,3464.0,50.0,25.0,0.5,3464.0
EF1424,100.0,60.0,0.4,7883.0,100.0,60.0,0.4,7883.0
G27273,80.0,48.0,0.4,3283.0,80.0,48.0,0.4,3283.0
EF0812,80.0,48.0,0.4,1209.0,80.0,48.0,0.4,1209.0
G28062,140.0,84.0,0.4,9373.0,140.0,84.0,0.4,9373.0
EF0789,120.0,72.0,0.4,1166.0,120.0,72.0,0.4,1166.0
EF0787,120.0,72.0,0.4,4276.0,120.0,72.0,0.4,4276.0
G26994,120.0,72.0,0.4,10755.0,120.0,72.0,0.4,10755.0
F34099,140.0,84.0,0.4,3024.0,140.0,84.0,0.4,3024.0
EF1581,120.0,72.0,0.4,9978.0,120.0,72.0,0.4,9978.0
G28058,160.0,96.0,0.4,3628.0,160.0,96.0,0.4,3628.0
G27403,120.0,72.0,0.4,6609.0,120.0,72.0,0.4,6609.0
G26939,120.0,72.0,0.4,1944.0,120.0,72.0,0.4,1944.0
G28202,80.0,48.0,0.4,346.0,80.0,48.0,0.4,346.0
EF1164,150.0,90.0,0.4,2916.0,150.0,90.0,0.4,2916.0
EF8904,140.0,84.0,0.4,7559.0,140.0,84.0,0.4,7559.0
G28450,80.0,48.0,0.4,8465.0,80.0,48.0,0.4,8465.0
CM4759,48.0,38.0,0.2,4906.0,48.0,38.0,0.2,4906.0
EF8903,140.0,84.0,0.4,4082.0,140.0,84.0,0.4,4082.0
F35445,80.0,48.0,0.4,5528.0,80.0,48.0,0.4,5528.0
B75807,80.0,80.0,0.0,2736.0,80.0,80.0,0.0,2736.0
CJ0079,46.0,18.0,0.6,563.0,46.0,18.0,0.6,563.0
CM0084,15.0,9.0,0.4,1036.0,15.0,9.0,0.4,1036.0
EE5358,80.0,48.0,0.4,5615.0,80.0,48.0,0.4,5615.0
B96556,80.0,40.0,0.5,1872.0,80.0,40.0,0.5,1872.0
CM0035,48.0,29.0,0.4,3731.0,48.0,29.0,0.4,3731.0
EE4572,76.0,46.0,0.4,0.0,76.0,46.0,0.4,0.0
CL7309,36.0,18.0,0.5,3109.0,36.0,18.0,0.5,3109.0
CL7610,38.0,19.0,0.5,2188.0,38.0,19.0,0.5,2188.0
B37616,110.0,66.0,0.4,5464.0,110.0,66.0,0.4,5464.0
FV3032,80.0,80.0,0.0,6767.0,80.0,80.0,0.0,6767.0
BD7597,120.0,60.0,0.5,6263.0,120.0,60.0,0.5,6263.0
BZ0085,80.0,40.0,0.5,5975.0,80.0,40.0,0.5,5975.0
EE5083,130.0,78.0,0.4,3088.0,130.0,78.0,0.4,3088.0
CL7561,46.0,23.0,0.5,2731.0,46.0,23.0,0.5,2731.0
F97208,120.0,60.0,0.5,7775.0,120.0,60.0,0.5,7775.0
EE5404,80.0,48.0,0.4,8120.0,80.0,48.0,0.4,8120.0
CL9998,40.0,24.0,0.4,2202.0,40.0,24.0,0.4,2202.0
EE8373,76.0,46.0,0.4,3282.0,76.0,46.0,0.4,3282.0
F36418,60.0,30.0,0.5,2429.0,60.0,30.0,0.5,2429.0
CL9921,30.0,18.0,0.4,1911.0,30.0,18.0,0.4,1911.0
F35499,40.0,24.0,0.4,2936.0,40.0,24.0,0.4,2936.0
EE5641,76.0,46.0,0.4,2790.0,76.0,46.0,0.4,2790.0
F34983,80.0,40.0,0.5,4967.0,80.0,40.0,0.5,4967.0
F36985,60.0,30.0,0.5,810.0,60.0,30.0,0.5,810.0
B79771,56.0,28.0,0.5,3275.0,56.0,28.0,0.5,3275.0
CJ7956,56.0,28.0,0.5,3628.0,56.0,28.0,0.5,3628.0
B44882,None,None,,None,,,,
CJ7995,46.0,23.0,0.5,3435.0,46.0,23.0,0.5,3435.0
F36467,60.0,30.0,0.5,4481.0,60.0,30.0,0.5,4481.0
CG4048,50.0,25.0,0.5,2384.0,50.0,25.0,0.5,2384.0
F34437,46.0,23.0,0.5,538.0,46.0,23.0,0.5,538.0
CG6205,80.0,40.0,0.5,1800.0,80.0,40.0,0.5,1800.0
EG8695,56.0,39.0,0.3,3104.0,56.0,39.0,0.3,3104.0
B41939,80.0,40.0,0.5,6118.0,80.0,40.0,0.5,6118.0
CG6199,76.0,38.0,0.5,5676.0,76.0,38.0,0.5,5676.0
B37720,76.0,38.0,0.5,1641.0,76.0,38.0,0.5,1641.0
AQ1087,90.0,45.0,0.5,5669.0,90.0,45.0,0.5,5669.0
B37759,80.0,40.0,0.5,2159.0,80.0,40.0,0.5,2159.0
AQ1027,90.0,45.0,0.5,1377.0,90.0,45.0,0.5,1377.0
B37990,70.0,35.0,0.5,1826.0,70.0,35.0,0.5,1826.0
B37651,120.0,60.0,0.5,5507.0,120.0,60.0,0.5,5507.0
B28164,80.0,40.0,0.5,6622.0,80.0,40.0,0.5,6622.0
B28163,80.0,40.0,0.5,2447.0,80.0,40.0,0.5,2447.0
B37983,76.0,38.0,0.5,5265.0,76.0,38.0,0.5,5265.0
DB2689,86.0,43.0,0.5,3869.0,86.0,43.0,0.5,3869.0
CG6056,76.0,38.0,0.5,1368.0,76.0,38.0,0.5,1368.0
CG6460,80.0,40.0,0.5,144.0,80.0,40.0,0.5,144.0
CG6108,80.0,40.0,0.5,1368.0,80.0,40.0,0.5,1368.0
BD8024,120.0,60.0,0.5,10582.0,120.0,60.0,0.5,10582.0
D96444,90.0,45.0,0.5,810.0,90.0,45.0,0.5,810.0
BD8007,120.0,60.0,0.5,432.0,120.0,60.0,0.5,432.0
CG6065,80.0,40.0,0.5,5327.0,80.0,40.0,0.5,5327.0
G27719,80.0,40.0,0.5,6478.0,80.0,40.0,0.5,6478.0
CG6187,140.0,70.0,0.5,6929.0,140.0,70.0,0.5,6929.0
G27648,80.0,40.0,0.5,1008.0,80.0,40.0,0.5,1008.0
EE8279,76.0,38.0,0.5,2667.0,76.0,38.0,0.5,2667.0
EE8247,43.0,26.0,0.4,1578.0,43.0,26.0,0.4,1578.0
EE8612,80.0,40.0,0.5,2663.0,80.0,40.0,0.5,2663.0
CQ1068,70.0,35.0,0.5,3968.0,70.0,35.0,0.5,3968.0
B37635,110.0,55.0,0.5,7028.0,110.0,55.0,0.5,7028.0
DB3065,70.0,35.0,0.5,3023.0,70.0,35.0,0.5,3023.0
CQ1092,70.0,35.0,0.5,1512.0,70.0,35.0,0.5,1512.0
DB3083,76.0,38.0,0.5,5607.0,76.0,38.0,0.5,5607.0
CG6222,120.0,60.0,0.5,6911.0,120.0,60.0,0.5,6911.0
DB3078,76.0,38.0,0.5,479.0,76.0,38.0,0.5,479.0
DB2707,140.0,70.0,0.5,6551.0,140.0,70.0,0.5,6551.0
D96553,90.0,45.0,0.5,0.0,90.0,45.0,0.5,0.0
EF0580,46.0,28.0,0.4,3625.0,46.0,28.0,0.4,3625.0
EF0581,46.0,28.0,0.4,2284.0,46.0,28.0,0.4,2284.0
G25848,130.0,78.0,0.4,12073.0,130.0,78.0,0.4,12073.0
EE9745,46.0,28.0,0.4,4221.0,46.0,28.0,0.4,4221.0
EE7899,46.0,28.0,0.4,2135.0,46.0,28.0,0.4,2135.0
G28386,33.0,33.0,0.0,4929.0,33.0,33.0,0.0,4929.0
EE6784,50.0,30.0,0.4,972.0,50.0,30.0,0.4,972.0
DB3349,96.0,58.0,0.4,9641.0,96.0,58.0,0.4,9641.0
EE6816,36.0,36.0,0.0,1490.0,36.0,36.0,0.0,1490.0
DB3401,76.0,46.0,0.4,656.0,76.0,46.0,0.4,656.0
EG1865,36.0,36.0,0.0,1296.0,36.0,36.0,0.0,1296.0
EG2037,20.0,20.0,0.0,1727.0,20.0,20.0,0.0,1727.0
EE6818,None,None,,None,,,,
CM6057,13.0,13.0,0.0,865.0,13.0,13.0,0.0,865.0
EG2035,20.0,20.0,0.0,324.0,20.0,20.0,0.0,324.0
EE5614,60.0,36.0,0.4,1296.0,60.0,36.0,0.4,1296.0
EF9225,76.0,46.0,0.4,4924.0,76.0,46.0,0.4,4924.0
EE5174,130.0,78.0,0.4,13336.0,130.0,78.0,0.4,13336.0
CM6058,13.0,13.0,0.0,187.0,13.0,13.0,0.0,187.0
EE5915,130.0,78.0,0.4,12213.0,130.0,78.0,0.4,12213.0
BY2949,76.0,30.0,0.6,3447.0,76.0,30.0,0.6,3447.0
EE5933,76.0,46.0,0.4,7386.0,76.0,46.0,0.4,7386.0
F34865,60.0,30.0,0.5,1889.0,60.0,30.0,0.5,1889.0
S80662,60.0,24.0,0.6,1210.0,60.0,24.0,0.6,1210.0
CM6059,13.0,13.0,0.0,397.0,13.0,13.0,0.0,397.0
CJ8016,50.0,25.0,0.5,1484.0,50.0,25.0,0.5,1484.0
CL7428,46.0,23.0,0.5,2110.0,46.0,23.0,0.5,2110.0
EE4843,120.0,72.0,0.4,259.0,120.0,72.0,0.4,259.0
CK9670,60.0,30.0,0.5,2591.0,60.0,30.0,0.5,2591.0
EE7740,130.0,78.0,0.4,5335.0,130.0,78.0,0.4,5335.0
EE8969,80.0,48.0,0.4,3283.0,80.0,48.0,0.4,3283.0
BZ0087,80.0,40.0,0.5,4463.0,80.0,40.0,0.5,4463.0
F36256,70.0,35.0,0.5,5039.0,70.0,35.0,0.5,5039.0
EE5362,80.0,48.0,0.4,7170.0,80.0,48.0,0.4,7170.0
F35762,46.0,23.0,0.5,3807.0,46.0,23.0,0.5,3807.0
EE5837,66.0,40.0,0.4,5915.0,66.0,40.0,0.4,5915.0
EE4576,76.0,46.0,0.4,4267.0,76.0,46.0,0.4,4267.0
EE6991,90.0,54.0,0.4,4568.0,90.0,54.0,0.4,4568.0
EE6012,150.0,90.0,0.4,810.0,150.0,90.0,0.4,810.0
EE4470,76.0,46.0,0.4,6483.0,76.0,46.0,0.4,6483.0
EE6327,110.0,66.0,0.4,8909.0,110.0,66.0,0.4,8909.0
AQ8530,70.0,35.0,0.5,4472.0,70.0,35.0,0.5,4472.0
CI9990,50.0,25.0,0.5,2789.0,50.0,25.0,0.5,2789.0
EE7064,76.0,46.0,0.4,2298.0,76.0,46.0,0.4,2298.0
F36417,60.0,42.0,0.3,7256.0,60.0,42.0,0.3,7256.0
EE4808,90.0,54.0,0.4,777.0,90.0,54.0,0.4,777.0
F36431,60.0,42.0,0.3,2872.0,60.0,42.0,0.3,2872.0
B44669,56.0,28.0,0.5,50.0,56.0,28.0,0.5,50.0
B43745,56.0,39.0,0.3,2540.0,56.0,39.0,0.3,2540.0
CJ8021,46.0,23.0,0.5,3062.0,46.0,23.0,0.5,3062.0
CM4549,25.0,17.0,0.3,1165.0,25.0,17.0,0.3,1165.0
EE8374,76.0,38.0,0.5,1504.0,76.0,38.0,0.5,1504.0
CL4154,27.0,19.0,0.3,884.0,27.0,19.0,0.3,884.0
CL7609,38.0,19.0,0.5,684.0,38.0,19.0,0.5,684.0
CK9456,50.0,25.0,0.5,4003.0,50.0,25.0,0.5,4003.0
EG4372,60.0,42.0,0.3,4308.0,60.0,42.0,0.3,4308.0
CJ8987,50.0,25.0,0.5,1439.0,50.0,25.0,0.5,1439.0
EG4303,56.0,39.0,0.3,2257.0,56.0,39.0,0.3,2257.0
BB7616,60.0,30.0,0.5,1296.0,60.0,30.0,0.5,1296.0
EE5603,60.0,36.0,0.4,5506.0,60.0,36.0,0.4,5506.0
EE8970,80.0,48.0,0.4,691.0,80.0,48.0,0.4,691.0
CJ8113,43.0,21.0,0.5,1006.0,43.0,21.0,0.5,1006.0
CL7463,46.0,23.0,0.5,3186.0,46.0,23.0,0.5,3186.0
F97210,56.0,34.0,0.4,121.0,56.0,34.0,0.4,121.0
B44732,60.0,30.0,0.5,4642.0,60.0,30.0,0.5,4642.0
F34411,None,None,,None,,,,
EE6807,56.0,34.0,0.4,1753.0,56.0,34.0,0.4,1753.0
F35515,230.0,138.0,0.4,8445.0,230.0,138.0,0.4,8445.0
F35615,60.0,36.0,0.4,2526.0,60.0,36.0,0.4,2526.0
CK9466,40.0,20.0,0.5,576.0,40.0,20.0,0.5,576.0
F36650,60.0,30.0,0.5,972.0,60.0,30.0,0.5,972.0
BC1040,80.0,40.0,0.5,4607.0,80.0,40.0,0.5,4607.0
EF0810,80.0,40.0,0.5,3815.0,80.0,40.0,0.5,3815.0
CL9963,28.0,17.0,0.4,1209.0,28.0,17.0,0.4,1209.0
BB6917,66.0,33.0,0.5,4810.0,66.0,33.0,0.5,4810.0
CL9938,28.0,17.0,0.4,1934.0,28.0,17.0,0.4,1934.0
CL9997,40.0,24.0,0.4,3930.0,40.0,24.0,0.4,3930.0
CL7642,27.0,19.0,0.3,1360.0,27.0,19.0,0.3,1360.0
F35040,70.0,42.0,0.4,7483.0,70.0,42.0,0.4,7483.0
CJ8017,46.0,23.0,0.5,786.0,46.0,23.0,0.5,786.0
EE9727,50.0,25.0,0.5,180.0,50.0,25.0,0.5,180.0
CJ8012,50.0,25.0,0.5,2654.0,50.0,25.0,0.5,2654.0
CL7632,27.0,19.0,0.3,2278.0,27.0,19.0,0.3,2278.0
CL7486,40.0,20.0,0.5,3274.0,40.0,20.0,0.5,3274.0
BZ0631,100.0,40.0,0.6,2160.0,100.0,40.0,0.6,2160.0
D98056,110.0,55.0,0.5,8512.0,110.0,55.0,0.5,8512.0
CM4824,30.0,30.0,0.0,3833.0,30.0,30.0,0.0,3833.0
CM4825,30.0,30.0,0.0,486.0,30.0,30.0,0.0,486.0
B43753,56.0,34.0,0.4,3870.0,56.0,34.0,0.4,3870.0
FV4349,120.0,120.0,0.0,8423.0,120.0,120.0,0.0,8423.0
F36517,43.0,26.0,0.4,928.0,43.0,26.0,0.4,928.0
EE8131,56.0,34.0,0.4,665.0,56.0,34.0,0.4,665.0
EE9737,50.0,30.0,0.4,540.0,50.0,30.0,0.4,540.0
EF1060,66.0,40.0,0.4,1639.0,66.0,40.0,0.4,1639.0
EE9938,66.0,40.0,0.4,5416.0,66.0,40.0,0.4,5416.0
EE8353,60.0,36.0,0.4,518.0,60.0,36.0,0.4,518.0
EF0452,50.0,30.0,0.4,3887.0,50.0,30.0,0.4,3887.0
EE5170,130.0,78.0,0.4,4352.0,130.0,78.0,0.4,4352.0
EE5153,90.0,54.0,0.4,5248.0,90.0,54.0,0.4,5248.0
EE4842,120.0,72.0,0.4,7386.0,120.0,72.0,0.4,7386.0
